gene	sample	impact	mutations	dnds	pvalue	lower	upper	flagged	flag_reason
NOTCH2--exon_27_ENST00000256646_ENSE00000913347	CallerDupcaller	truncating	3	4.4625000000000075	0.039427698	1.0921444702148455	11.971655273437507	False	
NOTCH2--exon_27_ENST00000256646_ENSE00000913347	CallerDupcaller	nonsynonymous_splice	10	1.2908233642578133	0.44482028	0.6422814556956296	2.290579223632813	False	
KMT2D--exon_55_ENST00000301067_ENSE00002152433	CallerDupcaller	missense	6	0.5241210937499995	0.08102691	0.2073140525817869	1.0728271484374996	False	
KMT2D--exon_55_ENST00000301067_ENSE00002152433	CallerDupcaller	nonsense	6	3.412500000000005	0.014959693	1.3125195312500018	7.304711914062505	False	
KMT2D--exon_55_ENST00000301067_ENSE00002152433	CallerDupcaller	truncating	6	3.412500000000005	0.014959693	1.3125195312500018	7.304711914062505	False	
KMT2D--exon_55_ENST00000301067_ENSE00002152433	CallerDupcaller	nonsynonymous_splice	12	0.9140625953674315	0.7573627	0.48410313839092844	1.5573731422424313	False	
ARID1A--exon_5_ENST00000324856_ENSE00001349762	CallerDupcaller	missense	16	1.5257812500000014	0.12052685	0.8870511627197275	2.4309326171875014	False	
ARID1A--exon_5_ENST00000324856_ENSE00001349762	CallerDupcaller	nonsense	19	17.512695312500036	0.0	10.260144135952018	28.385498046875036	False	
ARID1A--exon_5_ENST00000324856_ENSE00001349762	CallerDupcaller	truncating	19	17.512695312500036	0.0	10.260144135952018	28.385498046875036	False	
ARID1A--exon_5_ENST00000324856_ENSE00001349762	CallerDupcaller	nonsynonymous_splice	35	2.9178710937500045	1.7881393e-07	2.024779825210574	4.070825195312505	False	
RBM10--RRM_1	CallerDupcaller	missense	4	0.26171874999999933	0.0007330179	0.08177917480468731	0.6138916015624993	False	
RBM10--RRM_1	CallerDupcaller	nonsense	36	16.46865234375003	0.0	10.982267469763777	24.16396484375003	False	
RBM10--RRM_1	CallerDupcaller	essential_splice	15	13.398439025878933	0.0	7.540996952056899	22.028199768066433	False	
RBM10--RRM_1	CallerDupcaller	truncating	51	15.546875000000028	0.0	11.210319252014177	21.15600585937503	False	
RBM10--RRM_1	CallerDupcaller	nonsynonymous_splice	55	2.9875244140625044	0.0	2.222789139747623	3.937841796875004	False	
NOTCH2--exon_8_ENST00000256646_ENSE00003716326	CallerDupcaller	missense	28	9.800000000000018	0.0	6.513562011718761	14.137158203125018	False	
NOTCH2--exon_8_ENST00000256646_ENSE00003716326	CallerDupcaller	nonsense	1	5.670311737060557	0.1788261	0.3202392541430896	25.90224533081056	False	
NOTCH2--exon_8_ENST00000256646_ENSE00003716326	CallerDupcaller	truncating	1	5.670311737060557	0.1788261	0.3202392541430896	25.90224533081056	False	
NOTCH2--exon_8_ENST00000256646_ENSE00003716326	CallerDupcaller	nonsynonymous_splice	29	9.579687500000018	0.0	6.414518032073986	13.739843750000018	False	
STAG2--exon_33_ENST00000371145_ENSE00004014445	CallerDupcaller	missense	2	0.4411623001098628	0.18391758	0.07315854005515568	1.3737794876098626	False	
STAG2--exon_33_ENST00000371145_ENSE00004014445	CallerDupcaller	nonsynonymous_splice	2	0.41591806411743104	0.14951634	0.0694606539234518	1.294824314117431	False	
KMT2D--exon_18_ENST00000301067_ENSE00001272883	CallerDupcaller	missense	12	2.0560546875000023	0.02784276	1.090972251892091	3.4934326171875023	False	
KMT2D--exon_18_ENST00000301067_ENSE00001272883	CallerDupcaller	nonsense	2	3.4500122070312553	0.14904344	0.5668183821439752	10.998840332031255	False	
KMT2D--exon_18_ENST00000301067_ENSE00001272883	CallerDupcaller	truncating	2	3.4500122070312553	0.14904344	0.5668183821439752	10.998840332031255	False	
KMT2D--exon_18_ENST00000301067_ENSE00001272883	CallerDupcaller	nonsynonymous_splice	14	2.1890625000000026	0.010541499	1.2213587188720718	3.594702148437502	False	
KMT2C--exon_36_ENST00000262189_ENSE00003491000	CallerDupcaller	missense	37	0.982421875	0.91797894	0.6899356079101562	1.35595703125	False	
KMT2C--exon_36_ENST00000262189_ENSE00003491000	CallerDupcaller	nonsense	18	3.912304687500007	7.56979e-06	2.266019897460942	6.384838867187508	False	
KMT2C--exon_36_ENST00000262189_ENSE00003491000	CallerDupcaller	truncating	18	3.912304687500007	7.56979e-06	2.266019897460942	6.384838867187508	False	
KMT2C--exon_36_ENST00000262189_ENSE00003491000	CallerDupcaller	nonsynonymous_splice	55	1.2724609375000004	0.10731387	0.9475991630554202	1.6752929687500004	False	
KMT2C--zf_HC5HC2H_2	CallerDupcaller	missense	14	5.56250000000001	6.556511e-07	3.109558410644537	9.11108398437501	False	
KMT2C--zf_HC5HC2H_2	CallerDupcaller	nonsense	4	18.431243896484418	7.665157e-05	5.6631991156935815	43.69308471679692	False	
KMT2C--zf_HC5HC2H_2	CallerDupcaller	truncating	4	18.431243896484418	7.665157e-05	5.6631991156935815	43.69308471679692	False	
KMT2C--zf_HC5HC2H_2	CallerDupcaller	nonsynonymous_splice	18	6.548437500000013	0.0	3.933701019287116	10.186743164062513	False	
KMT2D--exon_35_ENST00000301067_ENSE00001272775	CallerDupcaller	missense	82	1.3281005859375008	0.023296952	1.041053290367127	1.6729492187500008	False	
KMT2D--exon_35_ENST00000301067_ENSE00001272775	CallerDupcaller	nonsense	112	18.48750000000004	0.0	14.196872024536166	24.00080566406254	False	
KMT2D--exon_35_ENST00000301067_ENSE00001272775	CallerDupcaller	truncating	112	18.48750000000004	0.0	14.196872024536166	24.00080566406254	False	
KMT2D--exon_35_ENST00000301067_ENSE00001272775	CallerDupcaller	nonsynonymous_splice	194	2.6218750000000037	0.0	2.207392883300784	3.1028320312500037	False	
CREBBP--exon_16_ENST00000262367_ENSE00001784635	CallerDupcaller	missense	5	0.5249023437499996	0.110633075	0.18750051498413073	1.1376953124999996	False	
CREBBP--exon_16_ENST00000262367_ENSE00001784635	CallerDupcaller	nonsense	3	1.8785156250000021	0.32900208	0.46161876678466846	5.008398437500002	False	
CREBBP--exon_16_ENST00000262367_ENSE00001784635	CallerDupcaller	truncating	3	1.8785156250000021	0.32900208	0.46161876678466846	5.008398437500002	False	
CREBBP--exon_16_ENST00000262367_ENSE00001784635	CallerDupcaller	nonsynonymous_splice	8	0.7100585937499996	0.31146526	0.32242849349975566	1.3350585937499995	False	
KMT2C--exon_12_ENST00000262189_ENSE00001791110	CallerDupcaller	missense	3	0.4017578124999995	0.06534654	0.09952278137207021	1.0499511718749996	False	
KMT2C--exon_12_ENST00000262189_ENSE00001791110	CallerDupcaller	nonsense	3	2.8175781250000043	0.13251007	0.6837913322448741	7.702221679687504	False	
KMT2C--exon_12_ENST00000262189_ENSE00001791110	CallerDupcaller	truncating	3	2.8175781250000043	0.13251007	0.6837913322448741	7.702221679687504	False	
KMT2C--exon_12_ENST00000262189_ENSE00001791110	CallerDupcaller	nonsynonymous_splice	6	0.6941467285156248	0.34938514	0.27390425562858567	1.4253479003906246	False	
CREBBP--exon_6_ENST00000262367_ENSE00001692816	CallerDupcaller	missense	2	0.24960937499999933	0.01149869	0.041823120117187404	0.7745117187499994	False	
CREBBP--exon_6_ENST00000262367_ENSE00001692816	CallerDupcaller	nonsense	3	2.371875000000003	0.19918942	0.5762503051757819	6.478320312500003	False	
CREBBP--exon_6_ENST00000262367_ENSE00001692816	CallerDupcaller	truncating	3	2.371875000000003	0.19918942	0.5762503051757819	6.478320312500003	False	
CREBBP--exon_6_ENST00000262367_ENSE00001692816	CallerDupcaller	nonsynonymous_splice	5	0.5355461120605465	0.12328279	0.1916829332709311	1.1599357604980467	False	
NOTCH2--NODP	CallerDupcaller	missense	7	0.9429689407348631	0.87805986	0.4035962718725204	1.842016792297363	False	
NOTCH2--NODP	CallerDupcaller	nonsense	3	4.373437500000007	0.041693747	1.0699658966064467	11.742822265625007	False	
NOTCH2--NODP	CallerDupcaller	essential_splice	4	8.331640625000015	0.0017115474	2.562260994911198	19.704321289062513	False	
NOTCH2--NODP	CallerDupcaller	truncating	7	6.028125000000011	0.00027137995	2.558446731567387	11.90886230468751	False	
NOTCH2--NODP	CallerDupcaller	nonsynonymous_splice	14	1.631152343750002	0.095210314	0.9116076755523694	2.674243164062502	False	
KMT2D--exon_11_ENST00000301067_ENSE00001114139	CallerDupcaller	missense	59	1.03712158203125	0.79973054	0.776328992843628	1.3599975585937498	False	
KMT2D--exon_11_ENST00000301067_ENSE00001114139	CallerDupcaller	nonsense	81	13.399230957031278	0.0	9.607358908653278	18.67388916015628	False	
KMT2D--exon_11_ENST00000301067_ENSE00001114139	CallerDupcaller	truncating	81	13.399230957031278	0.0	9.607358908653278	18.67388916015628	False	
KMT2D--exon_11_ENST00000301067_ENSE00001114139	CallerDupcaller	nonsynonymous_splice	140	2.040625000000002	0.0	1.6678149414062515	2.478857421875002	False	
RBM10--exon_4_ENST00000377604_ENSE00003569135	CallerDupcaller	missense	6	0.40214843749999946	0.010096669	0.15935340881347637	0.8239013671874993	False	
RBM10--exon_4_ENST00000377604_ENSE00003569135	CallerDupcaller	nonsense	1	0.5663085937499995	0.5351118	0.03227407455444334	2.5664306640624996	False	
RBM10--exon_4_ENST00000377604_ENSE00003569135	CallerDupcaller	truncating	1	0.5663085937499995	0.5351118	0.03227407455444334	2.5664306640624996	False	
RBM10--exon_4_ENST00000377604_ENSE00003569135	CallerDupcaller	nonsynonymous_splice	7	0.4179687499999995	0.008420646	0.17812774658203104	0.8177490234374993	False	
ARID1A--exon_4_ENST00000324856_ENSE00001227857	CallerDupcaller	missense	6	2.1281494140625026	0.10328984	0.8389534938335428	4.371191406250002	False	
ARID1A--exon_4_ENST00000324856_ENSE00001227857	CallerDupcaller	nonsense	21	35.05000000000006	0.0	20.41827636718753	58.04072265625006	False	
ARID1A--exon_4_ENST00000324856_ENSE00001227857	CallerDupcaller	truncating	21	35.05000000000006	0.0	20.41827636718753	58.04072265625006	False	
ARID1A--exon_4_ENST00000324856_ENSE00001227857	CallerDupcaller	nonsynonymous_splice	27	7.200048828125014	0.0	4.689851117134102	10.600927734375013	False	
ARID1A--exon_6_ENST00000324856_ENSE00001349761	CallerDupcaller	missense	6	0.5133790016174311	0.07039416	0.20368293616920688	1.050488376617431	False	
ARID1A--exon_6_ENST00000324856_ENSE00001349761	CallerDupcaller	nonsense	10	6.356243896484387	1.9013882e-05	2.9801536986231865	12.301678466796886	False	
ARID1A--exon_6_ENST00000324856_ENSE00001349761	CallerDupcaller	truncating	10	6.356243896484387	1.9013882e-05	2.9801536986231865	12.301678466796886	False	
ARID1A--exon_6_ENST00000324856_ENSE00001349761	CallerDupcaller	nonsynonymous_splice	16	1.171878051757813	0.5478499	0.6788741323351863	1.8756134033203127	False	
KMT2D--exon_26_ENST00000301067_ENSE00001273182	CallerDupcaller	missense	2	0.7062499999999997	0.60359323	0.11742919921874996	2.1985595703125	False	
KMT2D--exon_26_ENST00000301067_ENSE00001273182	CallerDupcaller	nonsense	2	19.173828125000043	0.0050649047	3.067510175704963	64.99841308593754	False	
KMT2D--exon_26_ENST00000301067_ENSE00001273182	CallerDupcaller	truncating	2	19.173828125000043	0.0050649047	3.067510175704963	64.99841308593754	False	
KMT2D--exon_26_ENST00000301067_ENSE00001273182	CallerDupcaller	nonsynonymous_splice	4	1.3644531250000012	0.55724674	0.4213622283935551	3.2003906250000007	False	
CREBBP--exon_20_ENST00000262367_ENSE00001592013	CallerDupcaller	missense	7	1.3236328125000008	0.48400652	0.5641888427734378	2.5919433593750005	False	
CREBBP--exon_20_ENST00000262367_ENSE00001592013	CallerDupcaller	nonsynonymous_splice	7	1.1722656250000005	0.68532586	0.5003308105468751	2.2959228515625005	False	
CREBBP--zf_TAZ	CallerDupcaller	missense	9	0.955859375	0.8926183	0.4570663452148438	1.7401611328125002	False	
CREBBP--zf_TAZ	CallerDupcaller	nonsense	2	1.605468750000002	0.53762007	0.26552429199218786	5.057617187500002	False	
CREBBP--zf_TAZ	CallerDupcaller	truncating	2	1.5003906250000014	0.59299064	0.24796764373779318	4.716943359375001	False	
CREBBP--zf_TAZ	CallerDupcaller	nonsynonymous_splice	11	1.0189453124999999	0.95084983	0.525310935974121	1.7660156249999996	False	
KMT2C--exon_6_ENST00000262189_ENSE00001803163	CallerDupcaller	missense	2	0.7449707031249999	0.662518	0.12412142753601074	2.3154052734375004	False	
KMT2C--exon_6_ENST00000262189_ENSE00001803163	CallerDupcaller	nonsynonymous_splice	2	0.6421874999999997	0.50090873	0.10692718505859371	1.9965576171874995	False	
EP300--ZZ	CallerDupcaller	missense	2	0.6156265258789059	0.4587158	0.10226341605186459	1.9162857055664055	False	
EP300--ZZ	CallerDupcaller	nonsynonymous_splice	2	0.5428710937499995	0.33845848	0.09013881683349603	1.6866699218749996	False	
TP53--P53_tetramer	CallerDupcaller	missense	3	0.5574462890624996	0.26519752	0.13830772399902336	1.4546630859374998	False	
TP53--P53_tetramer	CallerDupcaller	nonsense	2	2.9406250000000043	0.19906956	0.48365081787109443	9.320019531250004	False	
TP53--P53_tetramer	CallerDupcaller	essential_splice	1	3.6187500000000052	0.2901585	0.20559143066406277	16.165136718750006	False	
TP53--P53_tetramer	CallerDupcaller	truncating	3	3.1375244140625047	0.09776485	0.7743193209171306	8.281567382812504	False	
TP53--P53_tetramer	CallerDupcaller	nonsynonymous_splice	6	0.94981689453125	0.8995978	0.37619818449020387	1.9404174804687502	False	
KMT2D--exon_20_ENST00000301067_ENSE00001272869	CallerDupcaller	missense	9	1.160916137695313	0.66580033	0.5545496764779094	2.114285278320313	False	
KMT2D--exon_20_ENST00000301067_ENSE00001272869	CallerDupcaller	nonsense	15	19.846875000000043	0.0	10.946675529480006	33.55170898437504	False	
KMT2D--exon_20_ENST00000301067_ENSE00001272869	CallerDupcaller	truncating	15	19.846875000000043	0.0	10.946675529480006	33.55170898437504	False	
KMT2D--exon_20_ENST00000301067_ENSE00001272869	CallerDupcaller	nonsynonymous_splice	24	2.775781250000004	2.7000904e-05	1.786555290222171	4.102685546875004	False	
KMT2D	CallerDupcaller	missense	988	1.7570304870605487	0.0	1.5906872522085922	1.9419670104980487	False	
KMT2D	CallerDupcaller	nonsense	1085	19.490234375000036	0.0	16.85188964366916	22.569458007812536	False	
KMT2D	CallerDupcaller	essential_splice	229	15.562475585937529	0.0	12.925465260148071	18.694189453125027	False	
KMT2D	CallerDupcaller	truncating	1314	18.32500000000004	0.0	16.28267181396488	20.65104980468754	False	
KMT2D	CallerDupcaller	nonsynonymous_splice	2302	3.0625000000000044	0.0	2.8120996093750037	3.3371582031250044	False	
CREBBP--ZZ	CallerDupcaller	missense	1	0.47333831787109326	0.39512974	0.027194195389747603	2.099925231933593	False	
CREBBP--ZZ	CallerDupcaller	nonsynonymous_splice	1	0.40928955078124946	0.29599363	0.024037523269653298	1.8130981445312493	False	
NOTCH2--exon_34_ENST00000256646_ENSE00001123152	CallerDupcaller	missense	43	2.0882812500000023	3.0338764e-05	1.5047794342041034	2.8188720703125023	False	
NOTCH2--exon_34_ENST00000256646_ENSE00001123152	CallerDupcaller	nonsense	2	1.2734375000000009	0.7447981	0.20987976074218767	4.032226562500001	False	
NOTCH2--exon_34_ENST00000256646_ENSE00001123152	CallerDupcaller	truncating	2	1.2734375000000009	0.7447981	0.20987976074218767	4.032226562500001	False	
NOTCH2--exon_34_ENST00000256646_ENSE00001123152	CallerDupcaller	nonsynonymous_splice	45	2.0375000000000023	3.6776066e-05	1.4781555175781267	2.7381835937500023	False	
CREBBP--exon_12_ENST00000262367_ENSE00001733259	CallerDupcaller	missense	7	2.129687500000003	0.07771087	0.9094181823730478	4.163989257812503	False	
CREBBP--exon_12_ENST00000262367_ENSE00001733259	CallerDupcaller	nonsynonymous_splice	7	1.9906250000000023	0.10496211	0.8494445800781261	3.8924804687500023	False	
EP300--Bromodomain	CallerDupcaller	missense	4	1.3079833984375009	0.60953486	0.4048455357551578	3.054809570312501	False	
EP300--Bromodomain	CallerDupcaller	nonsense	5	10.52812500000002	0.00017338991	3.662198066711433	23.81059570312502	False	
EP300--Bromodomain	CallerDupcaller	truncating	5	9.037548828125018	0.00034189224	3.164462710022932	20.20454101562502	False	
EP300--Bromodomain	CallerDupcaller	nonsynonymous_splice	9	2.472070312500003	0.019117653	1.1803249263763442	4.497216796875003	False	
STAG2--exon_29_ENST00000371145_ENSE00004014449	CallerDupcaller	missense	4	1.342382812500001	0.57656837	0.41530981063842803	3.1398681640625012	False	
STAG2--exon_29_ENST00000371145_ENSE00004014449	CallerDupcaller	nonsense	3	11.118737792968773	0.0028771758	2.7207381406426485	29.829064941406273	False	
STAG2--exon_29_ENST00000371145_ENSE00004014449	CallerDupcaller	truncating	3	11.118737792968773	0.0028771758	2.7207381406426485	29.829064941406273	False	
STAG2--exon_29_ENST00000371145_ENSE00004014449	CallerDupcaller	nonsynonymous_splice	7	2.1503906250000027	0.074056864	0.9192479705810557	4.193847656250003	False	
KDM6A--exon_16_ENST00000611820_ENSE00000978493	CallerDupcaller	nonsense	1	2.2308593750000028	0.48130774	0.12657342910766614	10.142846679687503	False	
KDM6A--exon_16_ENST00000611820_ENSE00000978493	CallerDupcaller	truncating	1	2.2308593750000028	0.48130774	0.12657342910766614	10.142846679687503	False	
KDM6A--exon_16_ENST00000611820_ENSE00000978493	CallerDupcaller	nonsynonymous_splice	1	0.34902343749999937	0.20385218	0.019932327270507796	1.5453124999999994	False	
RBM10--exon_10_ENST00000377604_ENSE00001326562	CallerDupcaller	missense	45	30.45000000000006	0.0	22.03088012695317	41.08110351562506	False	
RBM10--exon_10_ENST00000377604_ENSE00001326562	CallerDupcaller	nonsense	3	43.55000000000008	4.7564507e-05	10.495715026855489	120.63862304687508	False	
RBM10--exon_10_ENST00000377604_ENSE00001326562	CallerDupcaller	truncating	3	43.55000000000008	4.7564507e-05	10.495715026855489	120.63862304687508	False	
RBM10--exon_10_ENST00000377604_ENSE00001326562	CallerDupcaller	nonsynonymous_splice	48	31.112500000000058	0.0	22.719912567138714	41.612988281250054	False	
RBM10--exon_18_ENST00000377604_ENSE00001289745	CallerDupcaller	missense	19	1.9931640625000022	0.007930815	1.2146172332763685	3.0625000000000018	False	
RBM10--exon_18_ENST00000377604_ENSE00001289745	CallerDupcaller	nonsense	28	23.61875000000004	0.0	15.049338607788112	35.86728515625004	False	
RBM10--exon_18_ENST00000377604_ENSE00001289745	CallerDupcaller	truncating	28	23.61875000000004	0.0	15.049338607788112	35.86728515625004	False	
RBM10--exon_18_ENST00000377604_ENSE00001289745	CallerDupcaller	nonsynonymous_splice	47	4.3453125000000075	0.0	3.1720473861694387	5.8052734375000075	False	
TP53--exon_4_ENST00000269305_ENSE00003625790	CallerDupcaller	missense	4	0.7607421874999998	0.5688492	0.23580917358398432	1.77880859375	False	
TP53--exon_4_ENST00000269305_ENSE00003625790	CallerDupcaller	nonsense	1	2.6046936035156283	0.4108073	0.14809648573398607	11.806353759765628	False	
TP53--exon_4_ENST00000269305_ENSE00003625790	CallerDupcaller	truncating	1	2.6046936035156283	0.4108073	0.14809648573398607	11.806353759765628	False	
TP53--exon_4_ENST00000269305_ENSE00003625790	CallerDupcaller	nonsynonymous_splice	5	0.8843749999999999	0.78129977	0.3165435791015625	1.9158691406250004	False	
KDM6A--exon_29_ENST00000611820_ENSE00003540925	CallerDupcaller	missense	12	2.3000488281250027	0.011925161	1.2243520641326917	3.8967285156250027	False	
KDM6A--exon_29_ENST00000611820_ENSE00003540925	CallerDupcaller	nonsense	9	11.240625000000026	2.9802322e-07	5.257904357910169	21.100244140625026	False	
KDM6A--exon_29_ENST00000611820_ENSE00003540925	CallerDupcaller	truncating	9	11.240625000000026	2.9802322e-07	5.257904357910169	21.100244140625026	False	
KDM6A--exon_29_ENST00000611820_ENSE00003540925	CallerDupcaller	nonsynonymous_splice	21	3.4705078125000046	2.9802322e-06	2.1702828311920195	5.234423828125005	False	
RB1--exon_19_ENST00000267163_ENSE00000939681	CallerDupcaller	missense	3	0.4765380859374996	0.14657825	0.1184336566925048	1.2455810546874995	False	
RB1--exon_19_ENST00000267163_ENSE00000939681	CallerDupcaller	nonsynonymous_splice	3	0.4300781249999994	0.092228174	0.10681488037109362	1.1240478515624996	False	
ARID1A--exon_8_ENST00000324856_ENSE00001157462	CallerDupcaller	missense	9	0.6302734374999996	0.1413939	0.30075317382812483	1.1490722656249996	False	
ARID1A--exon_8_ENST00000324856_ENSE00001157462	CallerDupcaller	nonsense	18	19.737500000000043	0.0	11.453491210937527	32.10383300781254	False	
ARID1A--exon_8_ENST00000324856_ENSE00001157462	CallerDupcaller	truncating	18	19.737500000000043	0.0	11.453491210937527	32.10383300781254	False	
ARID1A--exon_8_ENST00000324856_ENSE00001157462	CallerDupcaller	nonsynonymous_splice	27	1.7621093750000019	0.009020627	1.1623883438110365	2.5592285156250014	False	
NOTCH2--EGF	CallerDupcaller	missense	112	2.753320312500003	0.0	2.226892147064212	3.372216796875003	False	
NOTCH2--EGF	CallerDupcaller	nonsense	21	6.856250000000012	0.0	4.180262145996101	10.669726562500012	False	
NOTCH2--EGF	CallerDupcaller	essential_splice	8	5.711715698242197	0.0001487732	2.572709619253878	10.879562377929698	False	
NOTCH2--EGF	CallerDupcaller	truncating	29	6.481250381469739	0.0	4.2986252833251	9.391406631469739	False	
NOTCH2--EGF	CallerDupcaller	nonsynonymous_splice	141	3.1218750000000046	0.0	2.574865722656254	3.7584716796875046	False	
TP53--exon_9_ENST00000269305_ENSE00003786593	CallerDupcaller	missense	3	1.2064453125000008	0.7533612	0.29917989730834976	3.1534667968750005	False	
TP53--exon_9_ENST00000269305_ENSE00003786593	CallerDupcaller	nonsynonymous_splice	3	1.1048828125000003	0.86600184	0.27409770965576175	2.8871093750000005	False	
KMT2D--exon_25_ENST00000301067_ENSE00001273190	CallerDupcaller	missense	3	0.9140624999999999	0.87516433	0.22718688964843747	2.388671875	False	
KMT2D--exon_25_ENST00000301067_ENSE00001273190	CallerDupcaller	nonsense	1	5.331248474121102	0.19233108	0.2997066430002455	24.970530700683604	False	
KMT2D--exon_25_ENST00000301067_ENSE00001273190	CallerDupcaller	truncating	1	5.331248474121102	0.19233108	0.2997066430002455	24.970530700683604	False	
KMT2D--exon_25_ENST00000301067_ENSE00001273190	CallerDupcaller	nonsynonymous_splice	4	1.1558593750000004	0.7796035	0.35745052337646493	2.7067626953125004	False	
KMT2D--exon_42_ENST00000301067_ENSE00001273052	CallerDupcaller	missense	4	0.7826171874999999	0.61199605	0.24238876342773436	1.8324218749999996	False	
KMT2D--exon_42_ENST00000301067_ENSE00001273052	CallerDupcaller	nonsense	5	17.087500000000034	1.7225742e-05	5.912702789306653	39.109594726562534	False	
KMT2D--exon_42_ENST00000301067_ENSE00001273052	CallerDupcaller	truncating	5	17.087500000000034	1.7225742e-05	5.912702789306653	39.109594726562534	False	
KMT2D--exon_42_ENST00000301067_ENSE00001273052	CallerDupcaller	nonsynonymous_splice	9	1.6554687500000018	0.16755521	0.7893479919433601	3.0177734375000016	False	
NOTCH2--exon_17_ENST00000256646_ENSE00001073396	CallerDupcaller	missense	4	1.0906234741210938	0.8644155	0.33714187204837803	2.5591293334960934	False	
NOTCH2--exon_17_ENST00000256646_ENSE00001073396	CallerDupcaller	nonsense	1	3.893945312500006	0.2687593	0.2205068016052249	17.556665039062505	False	
NOTCH2--exon_17_ENST00000256646_ENSE00001073396	CallerDupcaller	truncating	1	3.893945312500006	0.2687593	0.2205068016052249	17.556665039062505	False	
NOTCH2--exon_17_ENST00000256646_ENSE00001073396	CallerDupcaller	nonsynonymous_splice	5	1.2722908020019539	0.6074814	0.45377411007881197	2.7639900207519537	False	
KDM6A--exon_14_ENST00000611820_ENSE00001332671	CallerDupcaller	missense	5	1.5030273437500012	0.39680308	0.5363504600524907	3.2632812500000012	False	
KDM6A--exon_14_ENST00000611820_ENSE00001332671	CallerDupcaller	nonsynonymous_splice	5	1.3757812500000008	0.50106025	0.4908243560791018	2.991381835937501	False	
KMT2D--exon_47_ENST00000301067_ENSE00001272689	CallerDupcaller	missense	6	0.7953124999999999	0.5652832	0.31522888183593745	1.6278320312499996	False	
KMT2D--exon_47_ENST00000301067_ENSE00001272689	CallerDupcaller	nonsense	5	13.781298828125028	5.453825e-05	4.697654636502275	32.35490722656253	False	
KMT2D--exon_47_ENST00000301067_ENSE00001272689	CallerDupcaller	truncating	5	13.781298828125028	5.453825e-05	4.697654636502275	32.35490722656253	False	
KMT2D--exon_47_ENST00000301067_ENSE00001272689	CallerDupcaller	nonsynonymous_splice	11	1.393756103515626	0.30308366	0.7187696057558066	2.413043212890626	False	
EP300--zf_TAZ	CallerDupcaller	missense	13	2.5226562500000034	0.004212141	1.3767475891113299	4.203564453125003	False	
EP300--zf_TAZ	CallerDupcaller	nonsense	2	3.239062500000005	0.16730386	0.5318846130371102	10.331347656250005	False	
EP300--zf_TAZ	CallerDupcaller	truncating	2	2.9492187500000044	0.19777155	0.4850397491455085	9.352416992187504	False	
EP300--zf_TAZ	CallerDupcaller	nonsynonymous_splice	15	2.5468750000000036	0.0019921064	1.4506179809570332	4.1142578125000036	False	
KMT2D--exon_15_ENST00000301067_ENSE00001272898	CallerDupcaller	missense	39	7.1687500000000135	0.0	5.067964477539072	9.835986328125014	False	
KMT2D--exon_15_ENST00000301067_ENSE00001272898	CallerDupcaller	nonsense	13	23.461718750000045	0.0	12.243283343315147	41.598315429687545	False	
KMT2D--exon_15_ENST00000301067_ENSE00001272898	CallerDupcaller	truncating	13	23.461718750000045	0.0	12.243283343315147	41.598315429687545	False	
KMT2D--exon_15_ENST00000301067_ENSE00001272898	CallerDupcaller	nonsynonymous_splice	52	8.612695312500016	0.0	6.365934250354778	11.401391601562516	False	
RBM10	CallerDupcaller	missense	280	2.572656250000003	0.0	2.2229187393188505	2.969384765625003	False	
RBM10	CallerDupcaller	nonsense	336	25.920312500000044	0.0	21.523909378051798	31.207177734375044	False	
RBM10	CallerDupcaller	essential_splice	168	29.97500000000006	0.0	24.556829071044966	36.45266113281256	False	
RBM10	CallerDupcaller	truncating	504	27.848437500000053	0.0	24.196171789169355	32.05314941406255	False	
RBM10	CallerDupcaller	nonsynonymous_splice	784	5.89375000000001	0.0	5.299054565429698	6.55170898437501	False	
EP300--exon_6_ENST00000263253_ENSE00001336414	CallerDupcaller	missense	5	1.6882812500000017	0.28300333	0.6041181182861335	3.655444335937502	False	
EP300--exon_6_ENST00000263253_ENSE00001336414	CallerDupcaller	nonsense	2	4.5609375000000085	0.089782	0.7410832214355481	14.933862304687509	False	
EP300--exon_6_ENST00000263253_ENSE00001336414	CallerDupcaller	truncating	2	4.5609375000000085	0.089782	0.7410832214355481	14.933862304687509	False	
EP300--exon_6_ENST00000263253_ENSE00001336414	CallerDupcaller	nonsynonymous_splice	7	2.056249237060549	0.09077561	0.8782571225613366	4.016088104248049	False	
EP300--exon_7_ENST00000263253_ENSE00000655043	CallerDupcaller	missense	1	0.27460327148437436	0.10193211	0.015684835910797106	1.2157653808593745	False	
EP300--exon_7_ENST00000263253_ENSE00000655043	CallerDupcaller	nonsense	2	4.137304687500007	0.108468294	0.670509819984437	13.648413085937506	False	
EP300--exon_7_ENST00000263253_ENSE00000655043	CallerDupcaller	truncating	2	4.137304687500007	0.108468294	0.670509819984437	13.648413085937506	False	
EP300--exon_7_ENST00000263253_ENSE00000655043	CallerDupcaller	nonsynonymous_splice	3	0.7167968749999998	0.5448813	0.1777262115478515	1.8770751953125	False	
RBM10--exon_5_ENST00000377604_ENSE00003687049	CallerDupcaller	missense	1	0.2294937133789056	0.054299176	0.0134295892715454	1.0205093383789057	False	
RBM10--exon_5_ENST00000377604_ENSE00003687049	CallerDupcaller	nonsense	18	30.200000000000056	0.0	17.193645324707063	50.46611328125006	False	
